entry_time,side,entry_price,exit_price,exit_reason,pips,bars_held
2021-12-24 06:00:00,LONG,1.33904,1.34066,REVERT,15.2,2
2021-12-26 22:00:00,LONG,1.33865,1.33949,REVERT,7.4,1
2022-01-26 22:00:00,LONG,1.34615,1.34358,STOP,-26.7,6
2022-01-28 06:00:00,SHORT,1.34123,1.33865,REVERT,24.8,2
2022-02-27 23:00:00,LONG,1.33371,1.33615,REVERT,23.4,7
2022-03-02 22:00:00,SHORT,1.34048,1.33832,REVERT,20.6,3
2022-03-25 02:00:00,SHORT,1.32124,1.31895,REVERT,21.9,6
2022-03-28 06:00:00,LONG,1.31368,1.31625,REVERT,24.7,3
2022-04-05 06:00:00,SHORT,1.31287,1.31406,STOP,-12.9,2
2022-04-18 01:00:00,LONG,1.30437,1.30345,STOP,-10.2,3
2022-04-18 04:00:00,LONG,1.30265,1.30109,STOP,-16.6,4
2022-04-29 06:00:00,SHORT,1.25180,1.25514,STOP,-34.4,2
2022-05-04 22:00:00,SHORT,1.26323,1.26044,REVERT,26.9,5
2022-05-09 03:00:00,LONG,1.22902,1.22620,STOP,-29.2,4
2022-05-22 23:00:00,SHORT,1.25074,1.25266,STOP,-20.2,2
2022-05-23 01:00:00,SHORT,1.25253,1.25468,STOP,-22.5,3
2022-05-23 04:00:00,SHORT,1.25426,1.25785,STOP,-36.9,6
2022-05-27 02:00:00,SHORT,1.26577,1.26192,REVERT,37.5,5
2022-05-30 02:00:00,SHORT,1.26469,1.26408,REVERT,5.1,4
2022-05-31 01:00:00,LONG,1.26117,1.25938,STOP,-18.9,6
2022-06-07 02:00:00,LONG,1.25064,1.24809,STOP,-26.5,4
2022-06-07 06:00:00,LONG,1.24476,1.24941,REVERT,45.5,3
2022-06-21 01:00:00,SHORT,1.22693,1.22641,REVERT,4.2,4
2022-06-22 01:00:00,LONG,1.22458,1.22256,STOP,-21.2,5
2022-06-22 06:00:00,LONG,1.22292,1.22031,STOP,-27.1,2
2022-07-18 00:00:00,SHORT,1.18896,1.19186,STOP,-30.0,8
2022-08-15 06:00:00,LONG,1.21074,1.20923,STOP,-16.1,2
2022-08-25 05:00:00,SHORT,1.18341,1.18603,STOP,-27.2,2
2022-09-04 22:00:00,LONG,1.14857,1.14461,STOP,-40.6,8
2022-09-06 00:00:00,SHORT,1.15643,1.15619,REVERT,1.4,5
2022-09-09 02:00:00,SHORT,1.15518,1.15845,STOP,-33.7,2
2022-09-09 04:00:00,SHORT,1.15843,1.16281,STOP,-44.8,4
2022-09-15 06:00:00,LONG,1.15105,1.15337,REVERT,22.2,2
2022-09-21 22:00:00,LONG,1.12724,1.12277,STOP,-45.7,3
2022-09-22 01:00:00,LONG,1.12271,1.12723,REVERT,44.2,7
2022-09-26 01:00:00,LONG,1.03997,1.06524,REVERT,251.7,6
2022-09-28 03:00:00,LONG,1.06342,1.06815,REVERT,46.3,3
2022-10-03 06:00:00,SHORT,1.12486,1.11861,REVERT,61.5,4
2022-10-17 06:00:00,SHORT,1.12837,1.13323,STOP,-49.6,7
2022-10-23 22:00:00,SHORT,1.13912,1.13198,REVERT,70.4,4
2022-10-28 06:00:00,LONG,1.15488,1.15318,STOP,-18.0,1
2022-11-02 22:00:00,LONG,1.13880,1.14126,REVERT,23.6,4
2022-11-21 02:00:00,LONG,1.18566,1.18290,STOP,-28.6,3
2022-11-22 01:00:00,SHORT,1.18431,1.18439,REVERT,-1.8,5
2022-11-27 23:00:00,LONG,1.20654,1.20456,STOP,-20.8,3
2022-11-28 02:00:00,LONG,1.20375,1.20668,REVERT,28.3,5
2022-12-01 01:00:00,SHORT,1.21009,1.20744,REVERT,25.5,7
2022-12-06 22:00:00,LONG,1.21278,1.21435,REVERT,14.7,4
2022-12-27 00:00:00,SHORT,1.20818,1.20944,STOP,-13.6,2
2022-12-27 02:00:00,SHORT,1.20977,1.20909,REVERT,5.8,6
2023-01-03 03:00:00,SHORT,1.20788,1.20626,REVERT,15.2,4
2023-01-05 04:00:00,LONG,1.20362,1.20229,STOP,-14.3,3
2023-01-16 02:00:00,SHORT,1.22707,1.22418,REVERT,27.9,5
2023-01-23 01:00:00,SHORT,1.24241,1.24132,REVERT,9.9,5
2023-02-01 22:00:00,SHORT,1.23735,1.23900,MAXHOLD,-17.5,8
2023-03-09 05:00:00,SHORT,1.18538,1.18641,STOP,-11.3,1
2023-03-13 03:00:00,SHORT,1.21364,1.21061,REVERT,29.3,4
2023-03-19 22:00:00,SHORT,1.22037,1.21773,REVERT,25.4,4
2023-03-23 03:00:00,SHORT,1.23131,1.23100,REVERT,2.1,5
2023-04-02 23:00:00,LONG,1.23090,1.22956,REVERT,-14.4,8
2023-05-05 04:00:00,SHORT,1.26097,1.26286,STOP,-19.9,3
2023-05-30 02:00:00,SHORT,1.23730,1.23485,REVERT,23.5,2
2023-05-30 06:00:00,LONG,1.23314,1.23476,REVERT,15.2,1
2023-06-26 00:00:00,SHORT,1.27285,1.27209,REVERT,6.6,7
2023-07-12 02:00:00,SHORT,1.29599,1.29439,REVERT,15.0,5
2023-08-01 02:00:00,LONG,1.28188,1.28309,REVERT,11.1,3
2023-08-14 03:00:00,LONG,1.26677,1.26806,REVERT,11.9,3
2023-08-29 02:00:00,SHORT,1.26244,1.26120,REVERT,11.4,5
2023-09-05 06:00:00,LONG,1.26127,1.26044,STOP,-9.3,1
2023-09-06 06:00:00,SHORT,1.25872,1.25685,REVERT,17.7,1
2023-09-08 02:00:00,SHORT,1.24930,1.25078,STOP,-15.8,5
2023-09-11 05:00:00,SHORT,1.25187,1.25158,REVERT,1.9,6
2023-10-26 03:00:00,LONG,1.20823,1.20888,REVERT,5.5,5
2023-11-01 23:00:00,SHORT,1.21656,1.21869,STOP,-22.3,2
2023-11-02 01:00:00,SHORT,1.21935,1.21776,REVERT,14.9,4
2023-11-09 22:00:00,LONG,1.22206,1.22279,REVERT,6.3,7
2023-11-21 03:00:00,SHORT,1.25344,1.25240,REVERT,9.4,5
2023-11-22 06:00:00,LONG,1.25251,1.25162,STOP,-9.9,1
